,fips,name,state
0,0,UNITED STATES,
1,1000,ALABAMA,
2,1001,Autauga County,AL
3,1003,Baldwin County,AL
4,1005,Barbour County,AL
5,1007,Bibb County,AL
6,1009,Blount County,AL
7,1011,Bullock County,AL
8,1013,Butler County,AL
9,1015,Calhoun County,AL
10,1017,Chambers County,AL
11,1019,Cherokee County,AL
12,1021,Chilton County,AL
13,1023,Choctaw County,AL
14,1025,Clarke County,AL
15,1027,Clay County,AL
16,1029,Cleburne County,AL
17,1031,Coffee County,AL
18,1033,Colbert County,AL
19,1035,Conecuh County,AL
20,1037,Coosa County,AL
21,1039,Covington County,AL
22,1041,Crenshaw County,AL
23,1043,Cullman County,AL
24,1045,Dale County,AL
25,1047,Dallas County,AL
26,1049,DeKalb County,AL
27,1051,Elmore County,AL
28,1053,Escambia County,AL
29,1055,Etowah County,AL
30,1057,Fayette County,AL
31,1059,Franklin County,AL
32,1061,Geneva County,AL
33,1063,Greene County,AL
34,1065,Hale County,AL
35,1067,Henry County,AL
36,1069,Houston County,AL
37,1071,Jackson County,AL
38,1073,Jefferson County,AL
39,1075,Lamar County,AL
40,1077,Lauderdale County,AL
41,1079,Lawrence County,AL
42,1081,Lee County,AL
43,1083,Limestone County,AL
44,1085,Lowndes County,AL
45,1087,Macon County,AL
46,1089,Madison County,AL
47,1091,Marengo County,AL
48,1093,Marion County,AL
49,1095,Marshall County,AL
50,1097,Mobile County,AL
51,1099,Monroe County,AL
52,1101,Montgomery County,AL
53,1103,Morgan County,AL
54,1105,Perry County,AL
55,1107,Pickens County,AL
56,1109,Pike County,AL
57,1111,Randolph County,AL
58,1113,Russell County,AL
59,1115,St. Clair County,AL
60,1117,Shelby County,AL
61,1119,Sumter County,AL
62,1121,Talladega County,AL
63,1123,Tallapoosa County,AL
64,1125,Tuscaloosa County,AL
65,1127,Walker County,AL
66,1129,Washington County,AL
67,1131,Wilcox County,AL
68,1133,Winston County,AL
69,2000,ALASKA,
70,2013,Aleutians East Borough,AK
71,2016,Aleutians West Census Area,AK
72,2020,Anchorage Municipality,AK
73,2050,Bethel Census Area,AK
74,2060,Bristol Bay Borough,AK
75,2068,Denali Borough,AK
76,2070,Dillingham Census Area,AK
77,2090,Fairbanks North Star Borough,AK
78,2100,Haines Borough,AK
79,2105,Hoonah-Angoon Census Area,AK
80,2110,Juneau City and Borough,AK
81,2122,Kenai Peninsula Borough,AK
82,2130,Ketchikan Gateway Borough,AK
83,2150,Kodiak Island Borough,AK
84,2164,Lake and Peninsula Borough,AK
85,2170,Matanuska-Susitna Borough,AK
86,2180,Nome Census Area,AK
87,2185,North Slope Borough,AK
88,2188,Northwest Arctic Borough,AK
89,2195,Petersburg Borough,AK
90,2198,Prince of Wales-Hyder Census Area,AK
91,2220,Sitka City and Borough,AK
92,2230,Skagway Municipality,AK
93,2240,Southeast Fairbanks Census Area,AK
94,2261,Valdez-Cordova Census Area,AK
95,2270,Wade Hampton Census Area,AK
96,2275,Wrangell City and Borough,AK
97,2282,Yakutat City and Borough,AK
98,2290,Yukon-Koyukuk Census Area,AK
99,4000,ARIZONA,
100,4001,Apache County,AZ
101,4003,Cochise County,AZ
102,4005,Coconino County,AZ
103,4007,Gila County,AZ
104,4009,Graham County,AZ
105,4011,Greenlee County,AZ
106,4012,La Paz County,AZ
107,4013,Maricopa County,AZ
108,4015,Mohave County,AZ
109,4017,Navajo County,AZ
110,4019,Pima County,AZ
111,4021,Pinal County,AZ
112,4023,Santa Cruz County,AZ
113,4025,Yavapai County,AZ
114,4027,Yuma County,AZ
115,5000,ARKANSAS,
116,5001,Arkansas County,AR
117,5003,Ashley County,AR
118,5005,Baxter County,AR
119,5007,Benton County,AR
120,5009,Boone County,AR
121,5011,Bradley County,AR
122,5013,Calhoun County,AR
123,5015,Carroll County,AR
124,5017,Chicot County,AR
125,5019,Clark County,AR
126,5021,Clay County,AR
127,5023,Cleburne County,AR
128,5025,Cleveland County,AR
129,5027,Columbia County,AR
130,5029,Conway County,AR
131,5031,Craighead County,AR
132,5033,Crawford County,AR
133,5035,Crittenden County,AR
134,5037,Cross County,AR
135,5039,Dallas County,AR
136,5041,Desha County,AR
137,5043,Drew County,AR
138,5045,Faulkner County,AR
139,5047,Franklin County,AR
140,5049,Fulton County,AR
141,5051,Garland County,AR
142,5053,Grant County,AR
143,5055,Greene County,AR
144,5057,Hempstead County,AR
145,5059,Hot Spring County,AR
146,5061,Howard County,AR
147,5063,Independence County,AR
148,5065,Izard County,AR
149,5067,Jackson County,AR
150,5069,Jefferson County,AR
151,5071,Johnson County,AR
152,5073,Lafayette County,AR
153,5075,Lawrence County,AR
154,5077,Lee County,AR
155,5079,Lincoln County,AR
156,5081,Little River County,AR
157,5083,Logan County,AR
158,5085,Lonoke County,AR
159,5087,Madison County,AR
160,5089,Marion County,AR
161,5091,Miller County,AR
162,5093,Mississippi County,AR
163,5095,Monroe County,AR
164,5097,Montgomery County,AR
165,5099,Nevada County,AR
166,5101,Newton County,AR
167,5103,Ouachita County,AR
168,5105,Perry County,AR
169,5107,Phillips County,AR
170,5109,Pike County,AR
171,5111,Poinsett County,AR
172,5113,Polk County,AR
173,5115,Pope County,AR
174,5117,Prairie County,AR
175,5119,Pulaski County,AR
176,5121,Randolph County,AR
177,5123,St. Francis County,AR
178,5125,Saline County,AR
179,5127,Scott County,AR
180,5129,Searcy County,AR
181,5131,Sebastian County,AR
182,5133,Sevier County,AR
183,5135,Sharp County,AR
184,5137,Stone County,AR
185,5139,Union County,AR
186,5141,Van Buren County,AR
187,5143,Washington County,AR
188,5145,White County,AR
189,5147,Woodruff County,AR
190,5149,Yell County,AR
191,6000,CALIFORNIA,
192,6001,Alameda County,CA
193,6003,Alpine County,CA
194,6005,Amador County,CA
195,6007,Butte County,CA
196,6009,Calaveras County,CA
197,6011,Colusa County,CA
198,6013,Contra Costa County,CA
199,6015,Del Norte County,CA
200,6017,El Dorado County,CA
201,6019,Fresno County,CA
202,6021,Glenn County,CA
203,6023,Humboldt County,CA
204,6025,Imperial County,CA
205,6027,Inyo County,CA
206,6029,Kern County,CA
207,6031,Kings County,CA
208,6033,Lake County,CA
209,6035,Lassen County,CA
210,6037,Los Angeles County,CA
211,6039,Madera County,CA
212,6041,Marin County,CA
213,6043,Mariposa County,CA
214,6045,Mendocino County,CA
215,6047,Merced County,CA
216,6049,Modoc County,CA
217,6051,Mono County,CA
218,6053,Monterey County,CA
219,6055,Napa County,CA
220,6057,Nevada County,CA
221,6059,Orange County,CA
222,6061,Placer County,CA
223,6063,Plumas County,CA
224,6065,Riverside County,CA
225,6067,Sacramento County,CA
226,6069,San Benito County,CA
227,6071,San Bernardino County,CA
228,6073,San Diego County,CA
229,6075,San Francisco County,CA
230,6077,San Joaquin County,CA
231,6079,San Luis Obispo County,CA
232,6081,San Mateo County,CA
233,6083,Santa Barbara County,CA
234,6085,Santa Clara County,CA
235,6087,Santa Cruz County,CA
236,6089,Shasta County,CA
237,6091,Sierra County,CA
238,6093,Siskiyou County,CA
239,6095,Solano County,CA
240,6097,Sonoma County,CA
241,6099,Stanislaus County,CA
242,6101,Sutter County,CA
243,6103,Tehama County,CA
244,6105,Trinity County,CA
245,6107,Tulare County,CA
246,6109,Tuolumne County,CA
247,6111,Ventura County,CA
248,6113,Yolo County,CA
249,6115,Yuba County,CA
250,8000,COLORADO,
251,8001,Adams County,CO
252,8003,Alamosa County,CO
253,8005,Arapahoe County,CO
254,8007,Archuleta County,CO
255,8009,Baca County,CO
256,8011,Bent County,CO
257,8013,Boulder County,CO
258,8014,Broomfield County,CO
259,8015,Chaffee County,CO
260,8017,Cheyenne County,CO
261,8019,Clear Creek County,CO
262,8021,Conejos County,CO
263,8023,Costilla County,CO
264,8025,Crowley County,CO
265,8027,Custer County,CO
266,8029,Delta County,CO
267,8031,Denver County,CO
268,8033,Dolores County,CO
269,8035,Douglas County,CO
270,8037,Eagle County,CO
271,8039,Elbert County,CO
272,8041,El Paso County,CO
273,8043,Fremont County,CO
274,8045,Garfield County,CO
275,8047,Gilpin County,CO
276,8049,Grand County,CO
277,8051,Gunnison County,CO
278,8053,Hinsdale County,CO
279,8055,Huerfano County,CO
280,8057,Jackson County,CO
281,8059,Jefferson County,CO
282,8061,Kiowa County,CO
283,8063,Kit Carson County,CO
284,8065,Lake County,CO
285,8067,La Plata County,CO
286,8069,Larimer County,CO
287,8071,Las Animas County,CO
288,8073,Lincoln County,CO
289,8075,Logan County,CO
290,8077,Mesa County,CO
291,8079,Mineral County,CO
292,8081,Moffat County,CO
293,8083,Montezuma County,CO
294,8085,Montrose County,CO
295,8087,Morgan County,CO
296,8089,Otero County,CO
297,8091,Ouray County,CO
298,8093,Park County,CO
299,8095,Phillips County,CO
300,8097,Pitkin County,CO
301,8099,Prowers County,CO
302,8101,Pueblo County,CO
303,8103,Rio Blanco County,CO
304,8105,Rio Grande County,CO
305,8107,Routt County,CO
306,8109,Saguache County,CO
307,8111,San Juan County,CO
308,8113,San Miguel County,CO
309,8115,Sedgwick County,CO
310,8117,Summit County,CO
311,8119,Teller County,CO
312,8121,Washington County,CO
313,8123,Weld County,CO
314,8125,Yuma County,CO
315,9000,CONNECTICUT,
316,9001,Fairfield County,CT
317,9003,Hartford County,CT
318,9005,Litchfield County,CT
319,9007,Middlesex County,CT
320,9009,New Haven County,CT
321,9011,New London County,CT
322,9013,Tolland County,CT
323,9015,Windham County,CT
324,10000,DELAWARE,
325,10001,Kent County,DE
326,10003,New Castle County,DE
327,10005,Sussex County,DE
328,11000,DISTRICT OF COLUMBIA,
329,11001,District of Columbia,DC
330,12000,FLORIDA,
331,12001,Alachua County,FL
332,12003,Baker County,FL
333,12005,Bay County,FL
334,12007,Bradford County,FL
335,12009,Brevard County,FL
336,12011,Broward County,FL
337,12013,Calhoun County,FL
338,12015,Charlotte County,FL
339,12017,Citrus County,FL
340,12019,Clay County,FL
341,12021,Collier County,FL
342,12023,Columbia County,FL
343,12027,DeSoto County,FL
344,12029,Dixie County,FL
345,12031,Duval County,FL
346,12033,Escambia County,FL
347,12035,Flagler County,FL
348,12037,Franklin County,FL
349,12039,Gadsden County,FL
350,12041,Gilchrist County,FL
351,12043,Glades County,FL
352,12045,Gulf County,FL
353,12047,Hamilton County,FL
354,12049,Hardee County,FL
355,12051,Hendry County,FL
356,12053,Hernando County,FL
357,12055,Highlands County,FL
358,12057,Hillsborough County,FL
359,12059,Holmes County,FL
360,12061,Indian River County,FL
361,12063,Jackson County,FL
362,12065,Jefferson County,FL
363,12067,Lafayette County,FL
364,12069,Lake County,FL
365,12071,Lee County,FL
366,12073,Leon County,FL
367,12075,Levy County,FL
368,12077,Liberty County,FL
369,12079,Madison County,FL
370,12081,Manatee County,FL
371,12083,Marion County,FL
372,12085,Martin County,FL
373,12086,Miami-Dade County,FL
374,12087,Monroe County,FL
375,12089,Nassau County,FL
376,12091,Okaloosa County,FL
377,12093,Okeechobee County,FL
378,12095,Orange County,FL
379,12097,Osceola County,FL
380,12099,Palm Beach County,FL
381,12101,Pasco County,FL
382,12103,Pinellas County,FL
383,12105,Polk County,FL
384,12107,Putnam County,FL
385,12109,St. Johns County,FL
386,12111,St. Lucie County,FL
387,12113,Santa Rosa County,FL
388,12115,Sarasota County,FL
389,12117,Seminole County,FL
390,12119,Sumter County,FL
391,12121,Suwannee County,FL
392,12123,Taylor County,FL
393,12125,Union County,FL
394,12127,Volusia County,FL
395,12129,Wakulla County,FL
396,12131,Walton County,FL
397,12133,Washington County,FL
398,13000,GEORGIA,
399,13001,Appling County,GA
400,13003,Atkinson County,GA
401,13005,Bacon County,GA
402,13007,Baker County,GA
403,13009,Baldwin County,GA
404,13011,Banks County,GA
405,13013,Barrow County,GA
406,13015,Bartow County,GA
407,13017,Ben Hill County,GA
408,13019,Berrien County,GA
409,13021,Bibb County,GA
410,13023,Bleckley County,GA
411,13025,Brantley County,GA
412,13027,Brooks County,GA
413,13029,Bryan County,GA
414,13031,Bulloch County,GA
415,13033,Burke County,GA
416,13035,Butts County,GA
417,13037,Calhoun County,GA
418,13039,Camden County,GA
419,13043,Candler County,GA
420,13045,Carroll County,GA
421,13047,Catoosa County,GA
422,13049,Charlton County,GA
423,13051,Chatham County,GA
424,13053,Chattahoochee County,GA
425,13055,Chattooga County,GA
426,13057,Cherokee County,GA
427,13059,Clarke County,GA
428,13061,Clay County,GA
429,13063,Clayton County,GA
430,13065,Clinch County,GA
431,13067,Cobb County,GA
432,13069,Coffee County,GA
433,13071,Colquitt County,GA
434,13073,Columbia County,GA
435,13075,Cook County,GA
436,13077,Coweta County,GA
437,13079,Crawford County,GA
438,13081,Crisp County,GA
439,13083,Dade County,GA
440,13085,Dawson County,GA
441,13087,Decatur County,GA
442,13089,DeKalb County,GA
443,13091,Dodge County,GA
444,13093,Dooly County,GA
445,13095,Dougherty County,GA
446,13097,Douglas County,GA
447,13099,Early County,GA
448,13101,Echols County,GA
449,13103,Effingham County,GA
450,13105,Elbert County,GA
451,13107,Emanuel County,GA
452,13109,Evans County,GA
453,13111,Fannin County,GA
454,13113,Fayette County,GA
455,13115,Floyd County,GA
456,13117,Forsyth County,GA
457,13119,Franklin County,GA
458,13121,Fulton County,GA
459,13123,Gilmer County,GA
460,13125,Glascock County,GA
461,13127,Glynn County,GA
462,13129,Gordon County,GA
463,13131,Grady County,GA
464,13133,Greene County,GA
465,13135,Gwinnett County,GA
466,13137,Habersham County,GA
467,13139,Hall County,GA
468,13141,Hancock County,GA
469,13143,Haralson County,GA
470,13145,Harris County,GA
471,13147,Hart County,GA
472,13149,Heard County,GA
473,13151,Henry County,GA
474,13153,Houston County,GA
475,13155,Irwin County,GA
476,13157,Jackson County,GA
477,13159,Jasper County,GA
478,13161,Jeff Davis County,GA
479,13163,Jefferson County,GA
480,13165,Jenkins County,GA
481,13167,Johnson County,GA
482,13169,Jones County,GA
483,13171,Lamar County,GA
484,13173,Lanier County,GA
485,13175,Laurens County,GA
486,13177,Lee County,GA
487,13179,Liberty County,GA
488,13181,Lincoln County,GA
489,13183,Long County,GA
490,13185,Lowndes County,GA
491,13187,Lumpkin County,GA
492,13189,McDuffie County,GA
493,13191,McIntosh County,GA
494,13193,Macon County,GA
495,13195,Madison County,GA
496,13197,Marion County,GA
497,13199,Meriwether County,GA
498,13201,Miller County,GA
499,13205,Mitchell County,GA
500,13207,Monroe County,GA
501,13209,Montgomery County,GA
502,13211,Morgan County,GA
503,13213,Murray County,GA
504,13215,Muscogee County,GA
505,13217,Newton County,GA
506,13219,Oconee County,GA
507,13221,Oglethorpe County,GA
508,13223,Paulding County,GA
509,13225,Peach County,GA
510,13227,Pickens County,GA
511,13229,Pierce County,GA
512,13231,Pike County,GA
513,13233,Polk County,GA
514,13235,Pulaski County,GA
515,13237,Putnam County,GA
516,13239,Quitman County,GA
517,13241,Rabun County,GA
518,13243,Randolph County,GA
519,13245,Richmond County,GA
520,13247,Rockdale County,GA
521,13249,Schley County,GA
522,13251,Screven County,GA
523,13253,Seminole County,GA
524,13255,Spalding County,GA
525,13257,Stephens County,GA
526,13259,Stewart County,GA
527,13261,Sumter County,GA
528,13263,Talbot County,GA
529,13265,Taliaferro County,GA
530,13267,Tattnall County,GA
531,13269,Taylor County,GA
532,13271,Telfair County,GA
533,13273,Terrell County,GA
534,13275,Thomas County,GA
535,13277,Tift County,GA
536,13279,Toombs County,GA
537,13281,Towns County,GA
538,13283,Treutlen County,GA
539,13285,Troup County,GA
540,13287,Turner County,GA
541,13289,Twiggs County,GA
542,13291,Union County,GA
543,13293,Upson County,GA
544,13295,Walker County,GA
545,13297,Walton County,GA
546,13299,Ware County,GA
547,13301,Warren County,GA
548,13303,Washington County,GA
549,13305,Wayne County,GA
550,13307,Webster County,GA
551,13309,Wheeler County,GA
552,13311,White County,GA
553,13313,Whitfield County,GA
554,13315,Wilcox County,GA
555,13317,Wilkes County,GA
556,13319,Wilkinson County,GA
557,13321,Worth County,GA
558,15000,HAWAII,
559,15001,Hawaii County,HI
560,15003,Honolulu County,HI
561,15005,Kalawao County,HI
562,15007,Kauai County,HI
563,15009,Maui County,HI
564,16000,IDAHO,
565,16001,Ada County,ID
566,16003,Adams County,ID
567,16005,Bannock County,ID
568,16007,Bear Lake County,ID
569,16009,Benewah County,ID
570,16011,Bingham County,ID
571,16013,Blaine County,ID
572,16015,Boise County,ID
573,16017,Bonner County,ID
574,16019,Bonneville County,ID
575,16021,Boundary County,ID
576,16023,Butte County,ID
577,16025,Camas County,ID
578,16027,Canyon County,ID
579,16029,Caribou County,ID
580,16031,Cassia County,ID
581,16033,Clark County,ID
582,16035,Clearwater County,ID
583,16037,Custer County,ID
584,16039,Elmore County,ID
585,16041,Franklin County,ID
586,16043,Fremont County,ID
587,16045,Gem County,ID
588,16047,Gooding County,ID
589,16049,Idaho County,ID
590,16051,Jefferson County,ID
591,16053,Jerome County,ID
592,16055,Kootenai County,ID
593,16057,Latah County,ID
594,16059,Lemhi County,ID
595,16061,Lewis County,ID
596,16063,Lincoln County,ID
597,16065,Madison County,ID
598,16067,Minidoka County,ID
599,16069,Nez Perce County,ID
600,16071,Oneida County,ID
601,16073,Owyhee County,ID
602,16075,Payette County,ID
603,16077,Power County,ID
604,16079,Shoshone County,ID
605,16081,Teton County,ID
606,16083,Twin Falls County,ID
607,16085,Valley County,ID
608,16087,Washington County,ID
609,17000,ILLINOIS,
610,17001,Adams County,IL
611,17003,Alexander County,IL
612,17005,Bond County,IL
613,17007,Boone County,IL
614,17009,Brown County,IL
615,17011,Bureau County,IL
616,17013,Calhoun County,IL
617,17015,Carroll County,IL
618,17017,Cass County,IL
619,17019,Champaign County,IL
620,17021,Christian County,IL
621,17023,Clark County,IL
622,17025,Clay County,IL
623,17027,Clinton County,IL
624,17029,Coles County,IL
625,17031,Cook County,IL
626,17033,Crawford County,IL
627,17035,Cumberland County,IL
628,17037,DeKalb County,IL
629,17039,De Witt County,IL
630,17041,Douglas County,IL
631,17043,DuPage County,IL
632,17045,Edgar County,IL
633,17047,Edwards County,IL
634,17049,Effingham County,IL
635,17051,Fayette County,IL
636,17053,Ford County,IL
637,17055,Franklin County,IL
638,17057,Fulton County,IL
639,17059,Gallatin County,IL
640,17061,Greene County,IL
641,17063,Grundy County,IL
642,17065,Hamilton County,IL
643,17067,Hancock County,IL
644,17069,Hardin County,IL
645,17071,Henderson County,IL
646,17073,Henry County,IL
647,17075,Iroquois County,IL
648,17077,Jackson County,IL
649,17079,Jasper County,IL
650,17081,Jefferson County,IL
651,17083,Jersey County,IL
652,17085,Jo Daviess County,IL
653,17087,Johnson County,IL
654,17089,Kane County,IL
655,17091,Kankakee County,IL
656,17093,Kendall County,IL
657,17095,Knox County,IL
658,17097,Lake County,IL
659,17099,LaSalle County,IL
660,17101,Lawrence County,IL
661,17103,Lee County,IL
662,17105,Livingston County,IL
663,17107,Logan County,IL
664,17109,McDonough County,IL
665,17111,McHenry County,IL
666,17113,McLean County,IL
667,17115,Macon County,IL
668,17117,Macoupin County,IL
669,17119,Madison County,IL
670,17121,Marion County,IL
671,17123,Marshall County,IL
672,17125,Mason County,IL
673,17127,Massac County,IL
674,17129,Menard County,IL
675,17131,Mercer County,IL
676,17133,Monroe County,IL
677,17135,Montgomery County,IL
678,17137,Morgan County,IL
679,17139,Moultrie County,IL
680,17141,Ogle County,IL
681,17143,Peoria County,IL
682,17145,Perry County,IL
683,17147,Piatt County,IL
684,17149,Pike County,IL
685,17151,Pope County,IL
686,17153,Pulaski County,IL
687,17155,Putnam County,IL
688,17157,Randolph County,IL
689,17159,Richland County,IL
690,17161,Rock Island County,IL
691,17163,St. Clair County,IL
692,17165,Saline County,IL
693,17167,Sangamon County,IL
694,17169,Schuyler County,IL
695,17171,Scott County,IL
696,17173,Shelby County,IL
697,17175,Stark County,IL
698,17177,Stephenson County,IL
699,17179,Tazewell County,IL
700,17181,Union County,IL
701,17183,Vermilion County,IL
702,17185,Wabash County,IL
703,17187,Warren County,IL
704,17189,Washington County,IL
705,17191,Wayne County,IL
706,17193,White County,IL
707,17195,Whiteside County,IL
708,17197,Will County,IL
709,17199,Williamson County,IL
710,17201,Winnebago County,IL
711,17203,Woodford County,IL
712,18000,INDIANA,
713,18001,Adams County,IN
714,18003,Allen County,IN
715,18005,Bartholomew County,IN
716,18007,Benton County,IN
717,18009,Blackford County,IN
718,18011,Boone County,IN
719,18013,Brown County,IN
720,18015,Carroll County,IN
721,18017,Cass County,IN
722,18019,Clark County,IN
723,18021,Clay County,IN
724,18023,Clinton County,IN
725,18025,Crawford County,IN
726,18027,Daviess County,IN
727,18029,Dearborn County,IN
728,18031,Decatur County,IN
729,18033,DeKalb County,IN
730,18035,Delaware County,IN
731,18037,Dubois County,IN
732,18039,Elkhart County,IN
733,18041,Fayette County,IN
734,18043,Floyd County,IN
735,18045,Fountain County,IN
736,18047,Franklin County,IN
737,18049,Fulton County,IN
738,18051,Gibson County,IN
739,18053,Grant County,IN
740,18055,Greene County,IN
741,18057,Hamilton County,IN
742,18059,Hancock County,IN
743,18061,Harrison County,IN
744,18063,Hendricks County,IN
745,18065,Henry County,IN
746,18067,Howard County,IN
747,18069,Huntington County,IN
748,18071,Jackson County,IN
749,18073,Jasper County,IN
750,18075,Jay County,IN
751,18077,Jefferson County,IN
752,18079,Jennings County,IN
753,18081,Johnson County,IN
754,18083,Knox County,IN
755,18085,Kosciusko County,IN
756,18087,LaGrange County,IN
757,18089,Lake County,IN
758,18091,LaPorte County,IN
759,18093,Lawrence County,IN
760,18095,Madison County,IN
761,18097,Marion County,IN
762,18099,Marshall County,IN
763,18101,Martin County,IN
764,18103,Miami County,IN
765,18105,Monroe County,IN
766,18107,Montgomery County,IN
767,18109,Morgan County,IN
768,18111,Newton County,IN
769,18113,Noble County,IN
770,18115,Ohio County,IN
771,18117,Orange County,IN
772,18119,Owen County,IN
773,18121,Parke County,IN
774,18123,Perry County,IN
775,18125,Pike County,IN
776,18127,Porter County,IN
777,18129,Posey County,IN
778,18131,Pulaski County,IN
779,18133,Putnam County,IN
780,18135,Randolph County,IN
781,18137,Ripley County,IN
782,18139,Rush County,IN
783,18141,St. Joseph County,IN
784,18143,Scott County,IN
785,18145,Shelby County,IN
786,18147,Spencer County,IN
787,18149,Starke County,IN
788,18151,Steuben County,IN
789,18153,Sullivan County,IN
790,18155,Switzerland County,IN
791,18157,Tippecanoe County,IN
792,18159,Tipton County,IN
793,18161,Union County,IN
794,18163,Vanderburgh County,IN
795,18165,Vermillion County,IN
796,18167,Vigo County,IN
797,18169,Wabash County,IN
798,18171,Warren County,IN
799,18173,Warrick County,IN
800,18175,Washington County,IN
801,18177,Wayne County,IN
802,18179,Wells County,IN
803,18181,White County,IN
804,18183,Whitley County,IN
805,19000,IOWA,
806,19001,Adair County,IA
807,19003,Adams County,IA
808,19005,Allamakee County,IA
809,19007,Appanoose County,IA
810,19009,Audubon County,IA
811,19011,Benton County,IA
812,19013,Black Hawk County,IA
813,19015,Boone County,IA
814,19017,Bremer County,IA
815,19019,Buchanan County,IA
816,19021,Buena Vista County,IA
817,19023,Butler County,IA
818,19025,Calhoun County,IA
819,19027,Carroll County,IA
820,19029,Cass County,IA
821,19031,Cedar County,IA
822,19033,Cerro Gordo County,IA
823,19035,Cherokee County,IA
824,19037,Chickasaw County,IA
825,19039,Clarke County,IA
826,19041,Clay County,IA
827,19043,Clayton County,IA
828,19045,Clinton County,IA
829,19047,Crawford County,IA
830,19049,Dallas County,IA
831,19051,Davis County,IA
832,19053,Decatur County,IA
833,19055,Delaware County,IA
834,19057,Des Moines County,IA
835,19059,Dickinson County,IA
836,19061,Dubuque County,IA
837,19063,Emmet County,IA
838,19065,Fayette County,IA
839,19067,Floyd County,IA
840,19069,Franklin County,IA
841,19071,Fremont County,IA
842,19073,Greene County,IA
843,19075,Grundy County,IA
844,19077,Guthrie County,IA
845,19079,Hamilton County,IA
846,19081,Hancock County,IA
847,19083,Hardin County,IA
848,19085,Harrison County,IA
849,19087,Henry County,IA
850,19089,Howard County,IA
851,19091,Humboldt County,IA
852,19093,Ida County,IA
853,19095,Iowa County,IA
854,19097,Jackson County,IA
855,19099,Jasper County,IA
856,19101,Jefferson County,IA
857,19103,Johnson County,IA
858,19105,Jones County,IA
859,19107,Keokuk County,IA
860,19109,Kossuth County,IA
861,19111,Lee County,IA
862,19113,Linn County,IA
863,19115,Louisa County,IA
864,19117,Lucas County,IA
865,19119,Lyon County,IA
866,19121,Madison County,IA
867,19123,Mahaska County,IA
868,19125,Marion County,IA
869,19127,Marshall County,IA
870,19129,Mills County,IA
871,19131,Mitchell County,IA
872,19133,Monona County,IA
873,19135,Monroe County,IA
874,19137,Montgomery County,IA
875,19139,Muscatine County,IA
876,19141,O'Brien County,IA
877,19143,Osceola County,IA
878,19145,Page County,IA
879,19147,Palo Alto County,IA
880,19149,Plymouth County,IA
881,19151,Pocahontas County,IA
882,19153,Polk County,IA
883,19155,Pottawattamie County,IA
884,19157,Poweshiek County,IA
885,19159,Ringgold County,IA
886,19161,Sac County,IA
887,19163,Scott County,IA
888,19165,Shelby County,IA
889,19167,Sioux County,IA
890,19169,Story County,IA
891,19171,Tama County,IA
892,19173,Taylor County,IA
893,19175,Union County,IA
894,19177,Van Buren County,IA
895,19179,Wapello County,IA
896,19181,Warren County,IA
897,19183,Washington County,IA
898,19185,Wayne County,IA
899,19187,Webster County,IA
900,19189,Winnebago County,IA
901,19191,Winneshiek County,IA
902,19193,Woodbury County,IA
903,19195,Worth County,IA
904,19197,Wright County,IA
905,20000,KANSAS,
906,20001,Allen County,KS
907,20003,Anderson County,KS
908,20005,Atchison County,KS
909,20007,Barber County,KS
910,20009,Barton County,KS
911,20011,Bourbon County,KS
912,20013,Brown County,KS
913,20015,Butler County,KS
914,20017,Chase County,KS
915,20019,Chautauqua County,KS
916,20021,Cherokee County,KS
917,20023,Cheyenne County,KS
918,20025,Clark County,KS
919,20027,Clay County,KS
920,20029,Cloud County,KS
921,20031,Coffey County,KS
922,20033,Comanche County,KS
923,20035,Cowley County,KS
924,20037,Crawford County,KS
925,20039,Decatur County,KS
926,20041,Dickinson County,KS
927,20043,Doniphan County,KS
928,20045,Douglas County,KS
929,20047,Edwards County,KS
930,20049,Elk County,KS
931,20051,Ellis County,KS
932,20053,Ellsworth County,KS
933,20055,Finney County,KS
934,20057,Ford County,KS
935,20059,Franklin County,KS
936,20061,Geary County,KS
937,20063,Gove County,KS
938,20065,Graham County,KS
939,20067,Grant County,KS
940,20069,Gray County,KS
941,20071,Greeley County,KS
942,20073,Greenwood County,KS
943,20075,Hamilton County,KS
944,20077,Harper County,KS
945,20079,Harvey County,KS
946,20081,Haskell County,KS
947,20083,Hodgeman County,KS
948,20085,Jackson County,KS
949,20087,Jefferson County,KS
950,20089,Jewell County,KS
951,20091,Johnson County,KS
952,20093,Kearny County,KS
953,20095,Kingman County,KS
954,20097,Kiowa County,KS
955,20099,Labette County,KS
956,20101,Lane County,KS
957,20103,Leavenworth County,KS
958,20105,Lincoln County,KS
959,20107,Linn County,KS
960,20109,Logan County,KS
961,20111,Lyon County,KS
962,20113,McPherson County,KS
963,20115,Marion County,KS
964,20117,Marshall County,KS
965,20119,Meade County,KS
966,20121,Miami County,KS
967,20123,Mitchell County,KS
968,20125,Montgomery County,KS
969,20127,Morris County,KS
970,20129,Morton County,KS
971,20131,Nemaha County,KS
972,20133,Neosho County,KS
973,20135,Ness County,KS
974,20137,Norton County,KS
975,20139,Osage County,KS
976,20141,Osborne County,KS
977,20143,Ottawa County,KS
978,20145,Pawnee County,KS
979,20147,Phillips County,KS
980,20149,Pottawatomie County,KS
981,20151,Pratt County,KS
982,20153,Rawlins County,KS
983,20155,Reno County,KS
984,20157,Republic County,KS
985,20159,Rice County,KS
